"행정구역","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상"
"서울특별시 양천구 신월4동(1147059000)","17,407","17,407","1,082","1,527","1,928","2,035","2,797","2,796","2,882","1,629","630","96","5","8,448","8,448","543","787","1,030","1,001","1,421","1,320","1,336","753","239","17","1","8,959","8,959","539","740","898","1,034","1,376","1,476","1,546","876","391","79","4"
"서울특별시 양천구 신월5동(1147060000)","13,937","13,937","670","1,135","1,799","1,895","2,040","2,361","2,317","1,165","487","65","3","6,891","6,891","355","594","888","1,024","1,022","1,142","1,100","563","194","9","0","7,046","7,046","315","541","911","871","1,018","1,219","1,217","602","293","56","3"
"서울특별시 양천구 신월6동(1147061000)","13,853","13,853","1,372","1,259","1,395","2,205","2,357","2,095","1,868","924","330","42","6","6,775","6,775","719","616","705","1,051","1,209","1,026","857","448","138","6","0","7,078","7,078","653","643","690","1,154","1,148","1,069","1,011","476","192","36","6"
"서울특별시 양천구 신월7동(1147061100)","18,551","18,551","746","1,059","2,089","2,497","2,398","3,216","3,545","1,956","916","128","1","9,023","9,023","379","555","1,069","1,347","1,265","1,571","1,622","882","298","35","0","9,528","9,528","367","504","1,020","1,150","1,133","1,645","1,923","1,074","618","93","1"
"서울특별시 양천구 신정1동(1147062000)","19,669","19,669","1,490","2,914","2,000","1,777","3,861","3,327","2,402","1,291","503","102","2","9,560","9,560","751","1,508","1,025","820","1,783","1,686","1,144","617","206","20","0","10,109","10,109","739","1,406","975","957","2,078","1,641","1,258","674","297","82","2"
"서울특별시 양천구 신정2동(1147063000)","18,662","18,662","1,006","2,937","2,041","1,555","3,484","3,349","2,470","1,201","523","92","4","9,145","9,145","508","1,527","1,044","720","1,582","1,745","1,225","555","213","25","1","9,517","9,517","498","1,410","997","835","1,902","1,604","1,245","646","310","67","3"
"서울특별시 양천구 신정3동(1147064000)","49,217","49,217","3,005","5,236","5,970","5,874","7,695","9,031","6,966","3,692","1,510","231","7","23,739","23,739","1,503","2,699","3,024","2,924","3,685","4,336","3,255","1,646","610","56","1","25,478","25,478","1,502","2,537","2,946","2,950","4,010","4,695","3,711","2,046","900","175","6"
"서울특별시 양천구 신정4동(1147065000)","31,748","31,748","1,102","1,965","4,986","4,839","4,532","5,240","4,864","2,970","1,129","119","2","15,413","15,413","568","1,010","2,341","2,541","2,304","2,530","2,248","1,338","506","27","0","16,335","16,335","534","955","2,645","2,298","2,228","2,710","2,616","1,632","623","92","2"
"서울특별시 양천구 신정6동(1147067000)","23,945","23,945","1,750","3,544","2,574","2,452","4,487","4,200","2,986","1,366","481","101","4","11,594","11,594","902","1,821","1,317","1,127","2,006","2,042","1,437","714","199","28","1","12,351","12,351","848","1,723","1,257","1,325","2,481","2,158","1,549","652","282","73","3"
"서울특별시 양천구 신정7동(1147068000)","28,210","28,210","1,586","3,252","2,918","2,925","4,585","4,964","4,364","2,356","1,071","183","6","13,512","13,512","821","1,670","1,496","1,453","2,150","2,454","2,054","1,025","357","29","3","14,698","14,698","765","1,582","1,422","1,472","2,435","2,510","2,310","1,331","714","154","3"
"서울특별시 강서구 (1150000000)","561,386","561,386","30,418","41,511","78,454","96,073","85,799","83,242","80,637","44,192","18,188","2,783","89","268,922","268,922","15,464","21,296","35,402","47,959","43,056","40,498","37,120","20,393","7,047","667","20","292,464","292,464","14,954","20,215","43,052","48,114","42,743","42,744","43,517","23,799","11,141","2,116","69"
"서울특별시 강서구 염창동(1150051000)","41,304","41,304","3,391","4,335","5,258","7,290","7,266","6,177","4,574","2,096","802","113","2","19,845","19,845","1,743","2,223","2,400","3,347","3,542","3,037","2,191","1,014","316","32","0","21,459","21,459","1,648","2,112","2,858","3,943","3,724","3,140","2,383","1,082","486","81","2"
"서울특별시 강서구 등촌제1동(1150052000)","24,980","24,980","1,238","1,133","4,668","6,675","3,492","3,087","2,508","1,251","746","170","12","11,511","11,511","635","643","1,839","3,061","1,789","1,468","1,175","574","270","49","8","13,469","13,469","603","490","2,829","3,614","1,703","1,619","1,333","677","476","121","4"
"서울특별시 강서구 등촌제2동(1150053000)","19,233","19,233","928","1,389","2,680","3,291","2,760","2,976","2,985","1,567","566","89","2","9,355","9,355","505","787","1,305","1,648","1,373","1,364","1,379","754","224","16","0","9,878","9,878","423","602","1,375","1,643","1,387","1,612","1,606","813","342","73","2"
"서울특별시 강서구 등촌제3동(1150053500)","29,318","29,318","1,388","1,615","3,220","4,576","3,608","4,415","5,637","2,979","1,552","320","8","13,783","13,783","703","817","1,585","2,290","1,781","2,010","2,624","1,385","503","83","2","15,535","15,535","685","798","1,635","2,286","1,827","2,405","3,013","1,594","1,049","237","6"
"서울특별시 강서구 화곡제1동(1150054000)","50,645","50,645","1,934","2,192","8,841","10,147","7,282","7,174","7,224","4,149","1,504","190","8","24,591","24,591","971","1,114","3,892","5,442","3,795","3,515","3,257","1,917","638","49","1","26,054","26,054","963","1,078","4,949","4,705","3,487","3,659","3,967","2,232","866","141","7"
"서울특별시 강서구 화곡제2동(1150055000)","17,022","17,022","791","1,266","2,333","2,568","2,732","2,815","2,514","1,419","529","54","1","8,177","8,177","391","647","1,142","1,378","1,355","1,326","1,076","627","227","8","0","8,845","8,845","400","619","1,191","1,190","1,377","1,489","1,438","792","302","46","1"
"서울특별시 강서구 화곡제3동(1150056000)","21,053","21,053","962","1,572","2,951","3,055","3,065","3,180","3,395","2,031","732","107","3","10,022","10,022","501","839","1,341","1,488","1,500","1,490","1,574","973","287","29","0","11,031","11,031","461","733","1,610","1,567","1,565","1,690","1,821","1,058","445","78","3"
"서울특별시 강서구 화곡제4동(1150057000)","19,602","19,602","796","1,203","2,417","2,926","2,996","3,275","3,257","1,884","749","98","1","9,626","9,626","429","642","1,224","1,554","1,561","1,572","1,472","853","289","30","0","9,976","9,976","367","561","1,193","1,372","1,435","1,703","1,785","1,031","460","68","1"
"서울특별시 강서구 화곡본동(1150059000)","32,898","32,898","1,388","2,164","5,469","6,105","5,021","4,827","4,489","2,403","902","122","8","15,904","15,904","729","1,140","2,476","3,209","2,576","2,333","1,998","1,071","348","24","0","16,994","16,994","659","1,024","2,993","2,896","2,445","2,494","2,491","1,332","554","98","8"
"서울특별시 강서구 화곡제6동(1150059100)","25,994","25,994","1,419","1,403","4,343","5,107","3,560","3,686","3,759","1,899","707","107","4","12,429","12,429","710","763","1,851","2,525","1,875","1,766","1,720","906","292","21","0","13,565","13,565","709","640","2,492","2,582","1,685","1,920","2,039","993","415","86","4"
"서울특별시 강서구 화곡제8동(1150059300)","23,287","23,287","857","1,403","3,521","3,690","3,520","3,600","3,582","2,194","834","84","2","11,237","11,237","431","713","1,685","1,978","1,841","1,696","1,530","983","361","18","1","12,050","12,050","426","690","1,836","1,712","1,679","1,904","2,052","1,211","473","66","1"
"서울특별시 강서구 가양제1동(1150060300)","33,722","33,722","1,315","1,654","7,688","8,928","4,428","4,083","3,596","1,378","569","77","6","15,116","15,116","678","841","2,540","4,193","2,207","2,008","1,720","685","225","18","1","18,606","18,606","637","813","5,148","4,735","2,221","2,075","1,876","693","344","59","5"
"서울특별시 강서구 가양제2동(1150060400)","13,396","13,396","407","379","1,300","2,179","1,366","1,614","3,168","1,915","907","159","2","6,297","6,297","214","201","584","1,074","682","785","1,514","909","304","30","0","7,099","7,099","193","178","716","1,105","684","829","1,654","1,006","603","129","2"
"서울특별시 강서구 가양제3동(1150060500)","14,022","14,022","611","394","1,231","2,854","1,800","1,845","2,649","1,746","783","107","2","6,431","6,431","309","208","557","1,384","943","899","1,138","729","242","22","0","7,591","7,591","302","186","674","1,470","857","946","1,511","1,017","541","85","2"
"서울특별시 강서구 발산제1동(1150061100)","35,508","35,508","2,250","4,837","4,237","3,766","6,325","6,092","4,418","2,406","1,002","170","5","16,745","16,745","1,155","2,378","2,076","1,797","2,949","2,927","1,973","1,059","395","35","1","18,763","18,763","1,095","2,459","2,161","1,969","3,376","3,165","2,445","1,347","607","135","4"
"서울특별시 강서구 우장산동(1150061500)","43,638","43,638","3,057","5,396","5,189","5,173","8,137","7,143","5,334","3,056","1,016","131","6","20,826","20,826","1,500","2,657","2,370","2,528","3,765","3,557","2,525","1,422","466","35","1","22,812","22,812","1,557","2,739","2,819","2,645","4,372","3,586","2,809","1,634","550","96","5"
"서울특별시 강서구 공항동(1150062000)","29,413","29,413","2,719","2,281","3,632","4,848","5,188","4,128","3,713","1,944","827","132","1","14,855","14,855","1,348","1,173","1,857","2,531","2,780","2,109","1,785","877","365","30","0","14,558","14,558","1,371","1,108","1,775","2,317","2,408","2,019","1,928","1,067","462","102","1"
"서울특별시 강서구 방화제1동(1150063000)","41,817","41,817","2,993","4,302","4,472","5,822","7,046","6,466","6,091","3,187","1,245","188","5","20,407","20,407","1,488","2,156","2,220","2,844","3,526","3,239","2,865","1,531","483","55","0","21,410","21,410","1,505","2,146","2,252","2,978","3,520","3,227","3,226","1,656","762","133","5"
"서울특별시 강서구 방화제2동(1150064000)","22,635","22,635","959","1,245","3,019","3,774","3,000","3,406","3,813","2,215","1,045","157","2","11,199","11,199","516","657","1,436","2,002","1,595","1,775","1,801","991","386","38","2","11,436","11,436","443","588","1,583","1,772","1,405","1,631","2,012","1,224","659","119","0"
"서울특별시 강서구 방화제3동(1150064100)","21,899","21,899","1,015","1,348","1,985","3,299","3,207","3,253","3,931","2,473","1,171","208","9","10,566","10,566","508","697","1,022","1,686","1,621","1,622","1,803","1,133","426","45","3","11,333","11,333","507","651","963","1,613","1,586","1,631","2,128","1,340","745","163","6"
"서울특별시 구로구 (1153000000)","391,387","391,387","21,949","27,954","50,384","60,932","57,918","61,844","58,799","35,030","14,761","1,769","47","191,789","191,789","11,301","14,233","24,257","31,053","29,624","30,648","27,791","16,237","6,167","469","9","199,598","199,598","10,648","13,721","26,127","29,879","28,294","31,196","31,008","18,793","8,594","1,300","38"
"서울특별시 구로구 신도림동(1153051000)","36,128","36,128","2,942","3,547","4,234","5,902","6,496","5,411","4,223","2,394","860","116","3","17,396","17,396","1,542","1,768","1,917","2,754","3,148","2,653","2,050","1,166","368","29","1","18,732","18,732","1,400","1,779","2,317","3,148","3,348","2,758","2,173","1,228","492","87","2"
"서울특별시 구로구 구로제1동(1153052000)","20,486","20,486","1,531","1,877","2,395","3,581","3,503","3,009","2,829","1,232","452","75","2","9,982","9,982","773","981","1,142","1,799","1,731","1,455","1,273","628","175","24","1","10,504","10,504","758","896","1,253","1,782","1,772","1,554","1,556","604","277","51","1"
"서울특별시 구로구 구로제2동(1153053000)","22,377","22,377","615","1,144","2,820","2,702","2,687","4,222","4,166","2,613","1,274","130","4","11,216","11,216","310","582","1,436","1,490","1,462","2,178","2,050","1,117","558","32","1","11,161","11,161","305","562","1,384","1,212","1,225","2,044","2,116","1,496","716","98","3"
"서울특별시 구로구 구로제3동(1153054000)","23,234","23,234","939","1,312","4,316","4,586","3,719","3,185","2,675","1,686","729","86","1","12,006","12,006","487","664","2,149","2,610","2,022","1,734","1,266","756","292","26","0","11,228","11,228","452","648","2,167","1,976","1,697","1,451","1,409","930","437","60","1"
"서울특별시 구로구 구로제4동(1153055000)","18,550","18,550","578","878","2,462","2,747","2,306","3,108","3,128","2,166","1,083","93","1","8,933","8,933","314","441","1,160","1,419","1,212","1,524","1,435","970","432","25","1","9,617","9,617","264","437","1,302","1,328","1,094","1,584","1,693","1,196","651","68","0"
"서울특별시 구로구 구로제5동(1153056000)","29,148","29,148","1,492","1,391","4,892","5,690","3,897","4,355","4,000","2,318","987","125","1","14,167","14,167","792","694","2,087","2,900","2,025","2,197","1,928","1,079","430","35","0","14,981","14,981","700","697","2,805","2,790","1,872","2,158","2,072","1,239","557","90","1"
"서울특별시 구로구 가리봉동(1153059500)","8,742","8,742","173","229","1,600","1,446","873","1,549","1,576","872","375","46","3","4,797","4,797","92","126","808","917","510","903","862","422","147","9","1","3,945","3,945","81","103","792","529","363","646","714","450","228","37","2"
"서울특별시 구로구 고척제1동(1153072000)","26,527","26,527","1,671","1,848","3,302","5,167","3,629","4,040","3,739","2,162","847","118","4","13,229","13,229","869","944","1,677","2,638","1,902","1,983","1,807","1,043","343","23","0","13,298","13,298","802","904","1,625","2,529","1,727","2,057","1,932","1,119","504","95","4"
"서울특별시 구로구 고척제2동(1153073000)","25,708","25,708","1,229","2,026","3,047","2,999","3,573","4,727","4,238","2,550","1,190","125","4","12,653","12,653","631","1,040","1,544","1,542","1,779","2,341","2,078","1,169","496","31","2","13,055","13,055","598","986","1,503","1,457","1,794","2,386","2,160","1,381","694","94","2"
"서울특별시 구로구 개봉제1동(1153074000)","32,935","32,935","1,905","2,129","3,874","5,009","4,526","5,455","5,428","3,151","1,287","163","8","16,311","16,311","977","1,097","1,952","2,555","2,321","2,704","2,641","1,468","551","45","0","16,624","16,624","928","1,032","1,922","2,454","2,205","2,751","2,787","1,683","736","118","8"
"서울특별시 구로구 개봉제2동(1153075000)","29,565","29,565","1,599","2,013","3,206","3,882","4,347","4,744","5,115","3,272","1,237","148","2","14,301","14,301","819","1,021","1,574","1,939","2,209","2,296","2,319","1,519","568","36","1","15,264","15,264","780","992","1,632","1,943","2,138","2,448","2,796","1,753","669","112","1"
"서울특별시 구로구 개봉제3동(1153076000)","19,473","19,473","844","1,261","2,130","2,427","2,811","3,412","3,575","2,096","828","87","2","9,455","9,455","417","639","1,108","1,280","1,440","1,636","1,588","983","335","29","0","10,018","10,018","427","622","1,022","1,147","1,371","1,776","1,987","1,113","493","58","2"
"서울특별시 구로구 오류제1동(1153077000)","22,622","22,622","944","1,081","4,038","4,591","2,957","3,014","3,079","1,915","895","105","3","10,789","10,789","493","513","1,639","2,342","1,517","1,523","1,477","901","358","25","1","11,833","11,833","451","568","2,399","2,249","1,440","1,491","1,602","1,014","537","80","2"
"서울특별시 구로구 오류제2동(1153078000)","37,000","37,000","2,034","3,895","4,113","4,419","5,907","5,982","5,370","3,534","1,528","213","5","17,632","17,632","1,049","1,974","2,041","2,133","2,905","2,856","2,407","1,564","638","65","0","19,368","19,368","985","1,921","2,072","2,286","3,002","3,126","2,963","1,970","890","148","5"
"서울특별시 구로구 수궁동(1153079000)","22,611","22,611","1,077","1,815","2,576","2,863","3,355","3,780","3,939","2,201","902","102","1","11,050","11,050","541","978","1,348","1,452","1,688","1,792","1,855","1,005","365","26","0","11,561","11,561","536","837","1,228","1,411","1,667","1,988","2,084","1,196","537","76","1"
"서울특별시 구로구 항동(1153080000)","16,281","16,281","2,376","1,508","1,379","2,921","3,332","1,851","1,719","868","287","37","3","7,872","7,872","1,195","771","675","1,283","1,753","873","755","447","111","9","0","8,409","8,409","1,181","737","704","1,638","1,579","978","964","421","176","28","3"
"서울특별시 금천구 (1154500000)","227,160","227,160","9,532","12,776","34,898","38,022","29,268","37,304","36,575","19,347","8,394","1,010","34","114,278","114,278","4,832","6,457","16,902","20,877","15,665","18,741","18,058","8,998","3,467","271","10","112,882","112,882","4,700","6,319","17,996","17,145","13,603","18,563","18,517","10,349","4,927","739","24"
"서울특별시 금천구 가산동(1154551000)","25,037","25,037","560","597","7,173","6,740","2,812","2,724","2,598","1,291","485","53","4","13,482","13,482","281","293","3,273","4,022","1,734","1,599","1,409","635","219","16","1","11,555","11,555","279","304","3,900","2,718","1,078","1,125","1,189","656","266","37","3"
"서울특별시 금천구 독산제1동(1154561000)","46,568","46,568","2,820","2,376","8,248","10,287","6,639","6,369","5,652","2,792","1,238","144","3","23,633","23,633","1,418","1,213","3,782","5,591","3,658","3,244","2,870","1,293","528","35","1","22,935","22,935","1,402","1,163","4,466","4,696","2,981","3,125","2,782","1,499","710","109","2"
"서울특별시 금천구 독산제2동(1154562000)","17,740","17,740","665","1,006","2,305","2,503","2,160","3,349","3,339","1,680","654","75","4","8,942","8,942","351","535","1,160","1,380","1,133","1,657","1,649","780","272","25","0","8,798","8,798","314","471","1,145","1,123","1,027","1,692","1,690","900","382","50","4"
"서울특별시 금천구 독산제3동(1154563000)","23,460","23,460","757","1,061","3,510","3,714","2,735","4,192","4,319","2,122","917","129","4","11,780","11,780","374","533","1,708","2,068","1,496","2,037","2,124","1,007","395","37","1","11,680","11,680","383","528","1,802","1,646","1,239","2,155","2,195","1,115","522","92","3"
"서울특별시 금천구 독산제4동(1154564000)","14,457","14,457","452","789","1,875","2,005","1,712","2,845","2,765","1,434","520","59","1","7,236","7,236","241","368","947","1,078","900","1,431","1,369","662","223","17","0","7,221","7,221","211","421","928","927","812","1,414","1,396","772","297","42","1"
"서울특별시 금천구 시흥제1동(1154567000)","32,006","32,006","1,354","1,983","4,292","4,814","4,341","5,477","5,279","2,942","1,326","191","7","15,885","15,885","690","1,064","2,155","2,501","2,279","2,730","2,537","1,334","537","55","3","16,121","16,121","664","919","2,137","2,313","2,062","2,747","2,742","1,608","789","136","4"
"서울특별시 금천구 시흥제2동(1154568000)","20,423","20,423","1,150","1,931","2,080","2,205","2,950","3,634","3,594","1,870","903","101","5","9,778","9,778","598","905","1,081","1,104","1,408","1,728","1,680","896","354","22","2","10,645","10,645","552","1,026","999","1,101","1,542","1,906","1,914","974","549","79","3"
"서울특별시 금천구 시흥제3동(1154569000)","10,241","10,241","380","615","1,176","1,319","1,251","1,844","1,968","1,144","500","43","1","5,062","5,062","192","312","607","713","654","897","908","572","198","9","0","5,179","5,179","188","303","569","606","597","947","1,060","572","302","34","1"
"서울특별시 금천구 시흥제4동(1154570000)","19,222","19,222","714","1,267","2,223","2,329","2,422","3,559","3,765","2,034","813","93","3","9,501","9,501","346","639","1,150","1,248","1,225","1,705","1,849","974","341","23","1","9,721","9,721","368","628","1,073","1,081","1,197","1,854","1,916","1,060","472","70","2"
"서울특별시 금천구 시흥제5동(1154571000)","18,006","18,006","680","1,151","2,016","2,106","2,246","3,311","3,296","2,038","1,038","122","2","8,979","8,979","341","595","1,039","1,172","1,178","1,713","1,663","845","400","32","1","9,027","9,027","339","556","977","934","1,068","1,598","1,633","1,193","638","90","1"
"서울특별시 영등포구 (1156000000)","375,148","375,148","21,715","22,838","56,976","71,295","53,693","55,425","49,421","28,139","13,753","1,835","58","183,680","183,680","11,064","11,771","25,679","36,090","27,634","28,001","24,271","12,961","5,654","540","15","191,468","191,468","10,651","11,067","31,297","35,205","26,059","27,424","25,150","15,178","8,099","1,295","43"
"서울특별시 영등포구 영등포본동(1156051500)","20,780","20,780","1,123","1,077","2,753","3,263","2,794","3,497","3,395","1,891","884","99","4","10,608","10,608","562","565","1,425","1,723","1,486","1,796","1,772","891","361","27","0","10,172","10,172","561","512","1,328","1,540","1,308","1,701","1,623","1,000","523","72","4"
"서울특별시 영등포구 영등포동(1156053500)","30,879","30,879","1,041","826","8,047","8,856","3,557","3,374","2,976","1,438","647","115","2","15,747","15,747","515","425","3,199","4,690","1,986","2,053","1,794","760","288","37","0","15,132","15,132","526","401","4,848","4,166","1,571","1,321","1,182","678","359","78","2"
"서울특별시 영등포구 여의동(1156054000)","33,573","33,573","2,317","2,936","3,634","4,966","5,352","5,358","4,376","2,746","1,603","277","8","15,753","15,753","1,189","1,455","1,671","2,264","2,506","2,569","2,061","1,273","662","101","2","17,820","17,820","1,128","1,481","1,963","2,702","2,846","2,789","2,315","1,473","941","176","6"
"서울특별시 영등포구 당산제1동(1156055000)","21,143","21,143","976","903","3,674","5,030","2,700","2,879","2,638","1,515","725","102","1","10,198","10,198","495","467","1,515","2,581","1,393","1,462","1,255","697","301","32","0","10,945","10,945","481","436","2,159","2,449","1,307","1,417","1,383","818","424","70","1"
"서울특별시 영등포구 당산제2동(1156056000)","36,683","36,683","2,316","2,304","6,741","8,201","5,229","4,671","3,904","2,157","1,028","126","6","17,097","17,097","1,211","1,141","2,645","3,849","2,601","2,241","1,915","1,030","417","44","3","19,586","19,586","1,105","1,163","4,096","4,352","2,628","2,430","1,989","1,127","611","82","3"
"서울특별시 영등포구 도림동(1156058500)","17,561","17,561","794","783","2,533","3,286","2,379","2,902","2,545","1,507","747","81","4","8,891","8,891","406","410","1,226","1,744","1,267","1,544","1,289","702","286","15","2","8,670","8,670","388","373","1,307","1,542","1,112","1,358","1,256","805","461","66","2"
"서울특별시 영등포구 문래동(1156060500)","32,109","32,109","2,789","2,985","3,513","5,525","5,968","4,529","3,475","2,149","1,016","154","6","15,610","15,610","1,428","1,551","1,656","2,608","2,978","2,264","1,632","1,014","430","46","3","16,499","16,499","1,361","1,434","1,857","2,917","2,990","2,265","1,843","1,135","586","108","3"
"서울특별시 영등포구 양평제1동(1156061000)","18,193","18,193","1,125","986","3,011","4,494","2,947","2,169","1,740","1,106","552","61","2","8,710","8,710","587","503","1,184","2,232","1,539","1,136","815","473","223","17","1","9,483","9,483","538","483","1,827","2,262","1,408","1,033","925","633","329","44","1"
"서울특별시 영등포구 양평제2동(1156062000)","22,709","22,709","1,464","1,361","3,802","5,526","3,290","3,078","2,390","1,166","551","79","2","11,037","11,037","709","727","1,648","2,754","1,648","1,569","1,218","531","209","24","0","11,672","11,672","755","634","2,154","2,772","1,642","1,509","1,172","635","342","55","2"
"서울특별시 영등포구 신길제1동(1156063000)","19,263","19,263","707","857","3,616","3,602","2,371","2,910","2,699","1,527","853","117","4","9,731","9,731","333","435","1,696","2,020","1,339","1,519","1,337","674","340","38","0","9,532","9,532","374","422","1,920","1,582","1,032","1,391","1,362","853","513","79","4"
"서울특별시 영등포구 신길제3동(1156065000)","15,969","15,969","991","1,035","1,879","2,358","2,299","2,650","2,599","1,411","670","72","5","7,875","7,875","490","524","941","1,223","1,215","1,333","1,222","653","258","15","1","8,094","8,094","501","511","938","1,135","1,084","1,317","1,377","758","412","57","4"
"서울특별시 영등포구 신길제4동(1156066000)","12,112","12,112","748","787","1,365","1,818","1,786","1,978","2,022","1,046","502","57","3","5,987","5,987","387","424","689","946","925","986","954","465","195","15","1","6,125","6,125","361","363","676","872","861","992","1,068","581","307","42","2"
"서울특별시 영등포구 신길제5동(1156067000)","9,858","9,858","634","716","1,045","1,293","1,474","1,637","1,673","936","394","55","1","4,777","4,777","329","351","512","659","751","812","770","427","158","8","0","5,081","5,081","305","365","533","634","723","825","903","509","236","47","1"
"서울특별시 영등포구 신길제6동(1156068000)","17,643","17,643","908","1,085","2,709","2,967","2,347","2,730","2,628","1,493","677","98","1","8,622","8,622","492","593","1,279","1,472","1,208","1,344","1,255","681","273","25","0","9,021","9,021","416","492","1,430","1,495","1,139","1,386","1,373","812","404","73","1"
"서울특별시 영등포구 신길제7동(1156069000)","19,734","19,734","1,853","1,796","2,351","3,327","3,352","2,936","2,362","1,143","542","71","1","9,811","9,811","960","953","1,192","1,666","1,697","1,407","1,153","532","226","24","1","9,923","9,923","893","843","1,159","1,661","1,655","1,529","1,209","611","316","47","0"
"서울특별시 영등포구 대림제1동(1156070000)","13,732","13,732","670","749","1,791","1,804","1,804","2,352","2,269","1,474","727","91","1","6,806","6,806","355","418","893","984","976","1,117","1,081","635","324","23","0","6,926","6,926","315","331","898","820","828","1,235","1,188","839","403","68","1"
"서울특별시 영등포구 대림제2동(1156071000)","11,690","11,690","329","483","1,791","1,841","1,390","1,937","1,851","1,347","655","63","3","5,702","5,702","166","238","887","977","739","982","844","559","297","13","0","5,988","5,988","163","245","904","864","651","955","1,007","788","358","50","3"
"서울특별시 영등포구 대림제3동(1156072000)","21,517","21,517","930","1,169","2,721","3,138","2,654","3,838","3,879","2,087","980","117","4","10,718","10,718","450","591","1,421","1,698","1,380","1,867","1,904","964","406","36","1","10,799","10,799","480","578","1,300","1,440","1,274","1,971","1,975","1,123","574","81","3"
"서울특별시 동작구 (1159000000)","378,649","378,649","19,677","26,065","63,629","59,713","54,082","57,499","50,799","30,729","14,464","1,934","58","183,036","183,036","10,042","13,309","30,698","30,361","27,067","27,937","23,584","13,410","6,073","539","16","195,613","195,613","9,635","12,756","32,931","29,352","27,015","29,562","27,215","17,319","8,391","1,395","42"
"서울특별시 동작구 노량진제1동(1159051000)","32,129","32,129","1,509","1,809","5,830","5,818","4,041","4,564","4,438","2,574","1,337","205","4","16,311","16,311","778","929","3,101","3,286","2,165","2,294","2,061","1,142","507","47","1","15,818","15,818","731","880","2,729","2,532","1,876","2,270","2,377","1,432","830","158","3"
"서울특별시 동작구 노량진제2동(1159052000)","9,705","9,705","176","337","1,904","1,764","1,113","1,398","1,573","938","440","61","1","5,116","5,116","80","171","1,002","1,046","654","749","779","419","198","18","0","4,589","4,589","96","166","902","718","459","649","794","519","242","43","1"
"서울특별시 동작구 상도제1동(1159053000)","44,391","44,391","2,087","3,287","10,406","5,747","5,682","6,522","5,526","3,295","1,619","212","8","21,534","21,534","1,054","1,625","5,441","2,907","2,721","3,101","2,537","1,432","658","57","1","22,857","22,857","1,033","1,662","4,965","2,840","2,961","3,421","2,989","1,863","961","155","7"
"서울특별시 동작구 상도제2동(1159054000)","27,445","27,445","2,078","2,029","3,969","4,370","4,446","4,134","3,376","1,947","948","142","6","13,082","13,082","1,067","1,065","1,798","2,084","2,209","1,980","1,552","895","389","39","4","14,363","14,363","1,011","964","2,171","2,286","2,237","2,154","1,824","1,052","559","103","2"
"서울특별시 동작구 상도제3동(1159055000)","23,903","23,903","832","1,393","4,085","3,871","3,180","3,765","3,480","2,126","1,069","98","4","11,333","11,333","412","736","1,845","1,993","1,584","1,796","1,578","929","430","30","0","12,570","12,570","420","657","2,240","1,878","1,596","1,969","1,902","1,197","639","68","4"
"서울특별시 동작구 상도제4동(1159056000)","27,768","27,768","1,158","1,734","4,171","4,583","3,901","4,378","4,097","2,460","1,143","141","2","13,456","13,456","613","915","1,977","2,392","2,012","2,082","1,943","1,024","464","34","0","14,312","14,312","545","819","2,194","2,191","1,889","2,296","2,154","1,436","679","107","2"
"서울특별시 동작구 흑석동(1159060500)","30,140","30,140","2,264","2,294","4,482","4,041","4,671","4,957","3,855","2,200","1,167","208","1","14,612","14,612","1,123","1,188","2,267","1,959","2,353","2,374","1,860","966","467","54","1","15,528","15,528","1,141","1,106","2,215","2,082","2,318","2,583","1,995","1,234","700","154","0"
"서울특별시 동작구 사당제1동(1159062000)","22,513","22,513","600","804","5,088","4,768","2,843","2,788","2,963","1,893","686","75","5","10,830","10,830","309","437","2,297","2,485","1,489","1,313","1,319","832","329","20","0","11,683","11,683","291","367","2,791","2,283","1,354","1,475","1,644","1,061","357","55","5"
"서울특별시 동작구 사당제2동(1159063000)","28,100","28,100","1,654","1,748","3,434","4,393","4,157","4,507","4,126","2,700","1,216","157","8","13,478","13,478","848","977","1,672","2,148","2,057","2,165","1,861","1,156","547","43","4","14,622","14,622","806","771","1,762","2,245","2,100","2,342","2,265","1,544","669","114","4"
